https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_19_et._7350998753,,мусоропровод,,2.7 м,1971,1,"детская площадка, спортивная площадка",,студия,,,10 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_11_m_112_et._7354701876,,,,3300000 м,1981,1,детская площадка,,студия,,,11 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,панельный,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._7322277639,,,,2.6 м,1971,,детская площадка,,студия,,,12 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_22_m_19_et._4439104145,,мусоропровод,,,1962,нет,"закрытая территория, детская площадка, спортивная площадка",,студия,,,22 м²,во двор,,за шлагбаумом во дворе,1,требует ремонта,совмещенный,свободная,,кирпичный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_134_m_55_et._7300939483,,,,2.8 м,1927,нет,спортивная площадка,8.1 м²,студия,,,13.4 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,кирпичный,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_174_m_14_et._4794995466,,,,2.4 м,,,,15 м²,студия,,,17.4 м²,во двор,,открытая во дворе,,требует ремонта,совмещенный,свободная,,кирпичный,,1 из 4,4
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_613_m_224_et._5153941503,балкон,,,,,,,17.5 м²,студия,Корпус 16.1,ЖК «Аквилон Митино»,61.3 м²,на улицу,предчистовая,,,,совмещенный,,Сдан 3 кв. 2023,монолитно-кирпичный,другое,2 из 24,24
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_183_m_214_et._7351481577,,мусоропровод,,2.8 м,2018,1,"детская площадка, спортивная площадка",16 м²,студия,,,18.3 м²,,,открытая во дворе,1,евро,совмещенный,свободная,,панельный,,2 из 14,14
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_15_et._7350614823,,газ,возможна ипотека,3.2 м,1898,нет,детская площадка,,студия,,,10 м²,во двор,,за шлагбаумом во дворе,нет,требует ремонта,совмещенный,свободная,,кирпичный,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_18_m_15_et._7354964546,,,возможна ипотека,3 м,1928,1,детская площадка,,студия,,,18 м²,,,"открытая во дворе, за шлагбаумом во дворе",1,евро,совмещенный,свободная,,кирпичный,,1 из 5,
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_29_m_2729_et._4945744376,лоджия,,возможна ипотека,,,1,"закрытая территория, детская площадка, спортивная площадка",панорамные окна,,студия,,"кухня, хранение одежды, спальные места",,29 м²,во двор,,"подземная, за шлагбаумом во дворе",2,евро,совмещенный,свободная,,"холодильник, стиральная машина, посудомоечная машина",монолитный,,27 из 29,29
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_211_m_220_et._7351033644,,,,2.8 м,2023,1,"детская площадка, спортивная площадка",,19 м²,студия,,,,21.1 м²,во двор,,"подземная, открытая во дворе",1,косметический,совмещенный,свободная,,,монолитный,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_264_m_218_et._4645846357,лоджия,,,2.8 м,2021,1,"детская площадка, спортивная площадка",,,студия,,,,26.4 м²,во двор,,открытая во дворе,1,требует ремонта,раздельный,свободная,,,монолитный,,2 из 18,18
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_19_et._7318633236,лоджия,мусоропровод,,,1972,нет,"детская площадка, спортивная площадка",,,студия,,,,18 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_18_m_15_et._7344350208,,,,,,,,,,студия,,,,18 м²,,,,,косметический,совмещенный,свободная,,,кирпичный,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._7246439012,,"мусоропровод, газ",,2.7 м,1969,нет,"закрытая территория, детская площадка",,,студия,,,,12 м²,во двор,,за шлагбаумом во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_265_m_220_et._4598713496,лоджия,,,,2023,1,"детская площадка, спортивная площадка",,,студия,,,,26.5 м²,во двор,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_137_m_55_et._7332490502,,,,2.9 м,1927,нет,спортивная площадка,,8.3 м²,студия,,,,13.7 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_272_m_1521_et._4686630223,,,,,,,,,19 м²,студия,Корпус А,,UNO.Соколиная Гора,27.2 м²,,без отделки,,,,,,Сдача в 2 кв. 2027,,монолитный,ДДУ по ФЗ 214,15 из 21,21
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_19_m_214_et._7312415282,,мусоропровод,,2.7 м,1989,нет,"детская площадка, спортивная площадка",,,студия,,,,19 м²,,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,2 из 14,14
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_146_m_19_et._7351474067,,,,,,,,,12.6 м²,студия,,,,14.6 м²,,,,,косметический,,свободная,,,кирпичный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_172_m_112_et._4811578154,,,возможна ипотека,2.8 м,,,,,15 м²,студия,,,,17.2 м²,во двор,,,1,евро,совмещенный,свободная,,,панельный,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_15_m_19_et._7351114957,,мусоропровод,,2.7 м,1979,нет,детская площадка,,13 м²,студия,,,,15 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_21_m_120_et._7325416518,,,возможна ипотека,2.8 м,2023,1,"детская площадка, спортивная площадка",,,студия,,,,21 м²,во двор,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,1 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_256_m_914_et._7316414569,,,,2.7 м,,,,,11.4 м²,студия,Корпус 9/2.1,,Район «Новые Ватутинки»,25.6 м²,на улицу,чистовая,подземная,,,совмещенный,,Сдан 2 кв. 2024,,монолитный,другое,9 из 14,14
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_146_m_19_et._4774037760,лоджия,мусоропровод,,2.6 м,1979,нет,детская площадка,,11 м²,студия,,,,14.6 м²,,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_13_m_112_et._7310301967,,мусоропровод,,2.7 м,1976,1,"детская площадка, спортивная площадка",,,студия,,,,13 м²,на солнечную сторону,,открытая во дворе,1,требует ремонта,раздельный,свободная,,,панельный,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_214_et._7246405465,,мусоропровод,,,1989,нет,"детская площадка, спортивная площадка",,,студия,,,,18 м²,во двор,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,2 из 14,14
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_166_m_316_et._7325995362,балкон,,,2.9 м,1988,нет,детская площадка,,7.1 м²,студия,,,,16.6 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_155_m_110_et._7237408707,,мусоропровод,,,1998,1,"детская площадка, спортивная площадка",,,студия,,,,15.5 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,1 из 10,10
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_298_m_2343_et._7370792918,,,возможна ипотека,3 м,,,,,16.3 м²,студия,,,ЖК «Марк»,29.8 м²,,без отделки,,,,совмещенный,,Сдача в 2 кв. 2028,,монолитный,ДДУ по ФЗ 214,23 из 43,43
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_227_m_220_et._7258674661,лоджия,,,,2023,1,"детская площадка, спортивная площадка",,,студия,,,,22.7 м²,,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_224_m_2629_et._7351179303,,,возможна ипотека,2.9 м,,1,"закрытая территория, детская площадка, спортивная площадка",,10.4 м²,студия,Корпус 5,,ЖК «Level Нижегородская»,22.4 м²,во двор,предчистовая,,2,,совмещенный,договор долевого участия,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,26 из 29,29
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_18_m_25_et._7340666270,,,возможна ипотека,3 м,,нет,закрытая территория,,,студия,,,,18 м²,во двор,,,нет,требует ремонта,совмещенный,свободная,,,кирпичный,,2 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_339_m_620_et._7329816554,,,,,,,,,,студия,,,МФК «DIUS»,33.9 м²,на улицу,без отделки,,,,совмещенный,,Сдача в 4 кв. 2025,,монолитно-кирпичный,ДДУ по ФЗ 214,6 из 20,20
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_22_m_19_et._7322597501,,мусоропровод,,3 м,1962,нет,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,22 м²,,,за шлагбаумом во дворе,1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_19_et._7325264199,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_40_m_1019_et._7350611656,,,,3.2 м,,,,панорамные окна,25.3 м²,студия,,,МФК «RED7»,40 м²,на улицу,предчистовая,подземная,,,совмещенный,,Сдан 2 кв. 2024,,монолитный,другое,10 из 19,19
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_253_m_358_et._3370843129,,,возможна ипотека,3 м,,,,,13.3 м²,студия,Корпус 1,,ЖК «Обручева 30»,25.3 м²,,без отделки,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,3 из 58,58
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_15_m_11_et._7310719967,,мусоропровод,,2.7 м,1977,нет,"детская площадка, спортивная площадка",,,студия,,,,15 м²,во двор,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,1 из 1,1
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_177_m_19_et._4838428358,лоджия,,,2.6 м,1971,нет,"детская площадка, спортивная площадка",,14 м²,студия,,,,17.7 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_213_m_246_et._4787962917,,,,,,,,,10.5 м²,студия,Корпус 3 (Diamond),,ЖК «River Park Кутузовский»,21.3 м²,,предчистовая,,,,,,Сдача в 3 кв. 2027,,монолитно-кирпичный,ДДУ по ФЗ 214,2 из 46,46
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_142_m_33_et._7332274382,,,,2.7 м,1988,нет,детская площадка,,7.7 м²,студия,,,,14.2 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_178_m_19_et._7322170506,,мусоропровод,,2.6 м,1978,нет,детская площадка,,,студия,,,,17.8 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_279_m_1623_et._4003014881,балкон,,,2.9 м,,1,"закрытая территория, детская площадка",,16.3 м²,студия,Корпус 1,,Апарт-комплекс Аквилон Signal (Аквилон Сигнал),27.9 м²,во двор,предчистовая,"подземная, открытая во дворе",2,,,договор долевого участия,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,16 из 23,23
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_115_m_16_et._7350510304,,,,3 м,1929,нет,детская площадка,,,студия,,,,11.5 м²,во двор,,,нет,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 6,6
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_143_m_55_et._7300097045,,,,2.9 м,1927,нет,детская площадка,,8.5 м²,студия,,,,14.3 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_157_m_112_et._7322264355,лоджия,мусоропровод,,2.7 м,1973,нет,детская площадка,,,студия,,,,15.7 м²,на солнечную сторону,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_187_m_12_et._4786353100,,,возможна ипотека,,,нет,,,12 м²,студия,,,,18.7 м²,во двор,,,нет,евро,совмещенный,свободная,,,кирпичный,,1 из 2,2
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_214_et._7312223523,,мусоропровод,,,2018,1,"детская площадка, спортивная площадка",,,студия,,,,18 м²,,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,2 из 14,14
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_13_m_19_et._7293988117,балкон,мусоропровод,возможна ипотека,2.6 м,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,13 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_288_m_710_et._3969967205,,,,,,,,,14.2 м²,студия,,,Апарт-отель ORO,28.8 м²,во двор,чистовая,,,,совмещенный,,Сдача в 3 кв. 2025,,монолитно-кирпичный,ДДУ по ФЗ 214,7 из 10,10
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_163_m_220_et._7246475229,,,,2.9 м,2023,1,"детская площадка, спортивная площадка",,,студия,,,,16.3 м²,во двор,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_165_m_19_et._7365389329,лоджия,мусоропровод,,2.6 м,1976,нет,"детская площадка, спортивная площадка",,12 м²,студия,,,,16.5 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_195_m_15_et._4805673402,,,,3 м,1929,нет,,,,студия,,,,19.5 м²,,,открытая во дворе,1,косметический,совмещенный,свободная,,,кирпичный,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_174_m_116_et._7325727825,,,,3.1 м,1988,нет,спортивная площадка,,8.1 м²,студия,,,,17.4 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,1 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_222_m_524_et._4554857318,,,возможна ипотека,2.7 м,,,,,9.1 м²,студия,Корпуса 5-9 (2 этап),,ЖК «Лучи»,22.2 м²,,без отделки,,,,совмещенный,,Сдача в 2 кв. 2027,,монолитный,ДДУ по ФЗ 214,5 из 24,24
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_138_m_33_et._7300161314,,,,2.7 м,1988,нет,детская площадка,,7.1 м²,студия,,,,13.8 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_115_m_19_et._7322603851,,,,,,,,,,студия,,,,11.5 м²,,,,,евро,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_249_m_3358_et._3403159541,,,возможна ипотека,3 м,,,,,11.9 м²,студия,Корпус 1,,ЖК «Обручева 30»,24.9 м²,,чистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,33 из 58,58
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_14_m_19_et._7278175593,,мусоропровод,возможна ипотека,2.7 м,1974,нет,"детская площадка, спортивная площадка",,,студия,,,,14 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_276_m_2035_et._3438801102,,,возможна ипотека,2.7 м,,,,гардеробная,10.8 м²,студия,"Корпус 1-3 (этап 1, уч. 1.7)",,Жилой остров «Nagatino i-Land»,27.6 м²,,предчистовая,,,,совмещенный,переуступка,Сдача в 2 кв. 2027,,монолитный,ДДУ по ФЗ 214,20 из 35,35
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_116_m_15_et._7325058388,,мусоропровод,,3 м,1930,нет,"закрытая территория, детская площадка",,9 м²,студия,,,,11.6 м²,на солнечную сторону,,за шлагбаумом во дворе,нет,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 5,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_214_m_47_et._7324031948,балкон,,,,,,"детская площадка, спортивная площадка",,13 м²,студия,Дом 1,,Квартал «Метроном»,21.4 м²,,предчистовая,подземная,,,совмещенный,,Сдача в 3 кв. 2026,,монолитно-кирпичный,ДДУ по ФЗ 214,4 из 7,7
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_220_et._7261024238,,,,2.7 м,2023,1,"детская площадка, спортивная площадка",,,студия,,,,18 м²,,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_257_m_1158_et._3371172381,,,возможна ипотека,3 м,,,,,13.7 м²,студия,Корпус 1,,ЖК «Обручева 30»,25.7 м²,,чистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,11 из 58,58
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_146_m_55_et._7300372165,,,,3 м,1927,нет,детская площадка,,7.1 м²,студия,,,,14.6 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_22_m_111_et._7246043442,,"мусоропровод, газ",,,1957,нет,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,22 м²,,,"открытая во дворе, за шлагбаумом во дворе",2,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 11,
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_232_m_113_et._7290111415,,,,3.1 м,2005,нет,,,21 м²,студия,,,,23.2 м²,во двор,,,1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 13,13
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_22_m_15_et._7246511468,,газ,,3 м,1951,1,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,22 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 5,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_115_m_16_et._7254163904,,,,3 м,1929,нет,детская площадка,,,студия,,,,11.5 м²,во двор,,открытая во дворе,нет,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 6,6
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_188_m_1364_et._7351572042,,,,2.7 м,,1,"закрытая территория, детская площадка, спортивная площадка",,6.2 м²,студия,"Корпус 2, 1 этап",,ЖК «Level Звенигородская»,18.8 м²,во двор,без отделки,,3,,совмещенный,договор долевого участия,Сдача в 1 кв. 2028,,монолитный,ДДУ по ФЗ 214,13 из 64,64
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_181_m_16_et._7237339328,,,,3 м,1959,нет,,,,студия,,,,18.1 м²,,,,1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 6,6
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_215_m_19_et._7325892701,,"мусоропровод, газ",,2.7 м,1960,нет,"детская площадка, спортивная площадка",,,студия,,,,21.5 м²,"на улицу, на солнечную сторону",,"открытая во дворе, за шлагбаумом во дворе",1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_106_m_19_et._7314726978,,,,2.6 м,1959,нет,закрытая территория,,8 м²,студия,,,,10.6 м²,во двор,,за шлагбаумом во дворе,1,евро,совмещенный,свободная,,,кирпичный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_14_m_19_et._7322965918,,мусоропровод,,2.6 м,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,14 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_307_m_316_et._7294021174,,,,3 м,1988,нет,спортивная площадка,,8.1 м²,студия,,,,30.7 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_213_m_116_et._7325202750,балкон,,,2.8 м,1988,нет,детская площадка,,7.1 м²,студия,,,,21.3 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,1 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_239_m_958_et._3371131581,,,возможна ипотека,3 м,,,,,13 м²,студия,Корпус 1,,ЖК «Обручева 30»,23.9 м²,,чистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,9 из 58,58
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_263_m_2225_et._4699927807,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_11_m_112_et._7354701876,,,,3300000 м,1981,1,детская площадка,,,студия,,,,11 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_275_m_410_et._3969655636,,,,,,,,,14.7 м²,студия,,,Апарт-отель ORO,27.5 м²,на улицу,предчистовая,,,,совмещенный,,Сдача в 3 кв. 2025,,монолитно-кирпичный,ДДУ по ФЗ 214,4 из 10,10
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_189_m_316_et._7325045262,балкон,,,3 м,1988,нет,детская площадка,,8.5 м²,студия,,,,18.9 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_275_m_2131_et._4762822869,,,,2.8 м,,,"детская площадка, спортивная площадка",,13.4 м²,студия,Корпус 1,,Родина Переделкино,27.5 м²,на улицу,без отделки,подземная,,,,,Сдача в 4 кв. 2027,,монолитно-кирпичный,ДДУ по ФЗ 214,21 из 31,31
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_145_m_111_et._7323022386,,газ,,,1952,нет,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,14.5 м²,,,за шлагбаумом во дворе,2,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 11,11
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_263_m_723_et._7330992310,балкон,,,2.9 м,,1,"закрытая территория, детская площадка",,15 м²,студия,Корпус 2,,Апарт-комплекс Аквилон Signal (Аквилон Сигнал),26.3 м²,во двор,предчистовая,"подземная, открытая во дворе",2,,,договор долевого участия,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,7 из 23,23
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_101_m_33_et._7300593086,,,,2.9 м,1988,нет,спортивная площадка,,7.7 м²,студия,,,,10.1 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_141_m_111_et._7333284156,,мусоропровод,,,1957,нет,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,14.1 м²,во двор,,,2,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 11,11
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_231_m_1228_et._7328362808,,,,,2022,1,,,,студия,,,,23.1 м²,на улицу,,подземная,1,евро,совмещенный,свободная,,,монолитный,,12 из 28,28
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_115_m_19_et._4535074130,,мусоропровод,,2.6 м,1971,1,"детская площадка, спортивная площадка",,,студия,,,,11.5 м²,,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_111_m_112_et._7310315568,,"консьерж, мусоропровод, газ",,2.7 м,1974,1,детская площадка,,,студия,,,,11.1 м²,на солнечную сторону,,за шлагбаумом во дворе,1,требует ремонта,раздельный,свободная,,,панельный,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_214_et._7342150119,,мусоропровод,возможна ипотека,2.7 м,1989,нет,"детская площадка, спортивная площадка",,,студия,,,,18 м²,во двор,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,2 из 14,14
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_116_m_19_et._7293902114,,"мусоропровод, газ",,2.6 м,1967,нет,"детская площадка, спортивная площадка",,,студия,,,,11.6 м²,"во двор, на солнечную сторону",,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_116_m_33_et._7300662422,,,,2.7 м,1988,нет,детская площадка,,8.1 м²,студия,,,,11.6 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_229_m_524_et._4555049740,,,возможна ипотека,2.7 м,,,,,9.1 м²,студия,Корпуса 5-9 (2 этап),,ЖК «Лучи»,22.9 м²,,без отделки,,,,совмещенный,,Сдача в 2 кв. 2027,,монолитный,ДДУ по ФЗ 214,5 из 24,24
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_15_m_15_et._7322029129,,,,2.8 м,,,,,,студия,,,,15 м²,,,,,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_179_m_15_et._7255772035,,,,3 м,1928,1,детская площадка,,16 м²,студия,,,,17.9 м²,во двор,,"открытая во дворе, за шлагбаумом во дворе",1,косметический,совмещенный,свободная,,,кирпичный,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_291_m_2525_et._3937928867,балкон,,,,,,,,15.9 м²,студия,Корпус 1,,ЖК «1-й Измайловский»,29.1 м²,на улицу,чистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитно-кирпичный,ДДУ по ФЗ 214,25 из 25,25
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_195_m_15_et._4805673402,,,,3 м,1929,нет,,,,студия,,,,19.5 м²,,,открытая во дворе,1,косметический,совмещенный,свободная,,,кирпичный,,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_11_m_111_et._7293282359,,газ,,2.7 м,1952,нет,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,11 м²,на улицу,,за шлагбаумом во дворе,2,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 11,11
